bottom_error,top_error,ir_bottom_diff,ir_top_diff
1.6299851889864527,1.1401562481438248,1.6299851889864527,1.1401562481438248
3.3766098971128997,3.39539356990025,1.746624708126447,4.535549818044075
0.7626078458786054,2.388450325004328,2.6140020512342943,1.006943244895922
0.43912440480860937,0.21230845243152885,0.32348344106999605,2.600758777435857
2.1170660277290523,5.851294172155349,2.5561904325376616,6.063602624586878
2.2208728158398685,1.7847800112529058,0.10380678811081623,4.066514160902443
0.5070480634778392,1.4289426838181782,2.7279208793177077,0.3558373274347275
2.251820142760934,2.282213995577905,1.744772079283095,0.8532713117597268
3.797444316092168,0.02976187566090971,1.545624173331234,2.2524521199169953
3.197615289971523,2.2029789792413226,6.995059606063691,2.173217103580413
3.1205266067861146,1.7651208497623543,6.318141896757638,3.968099829003677
4.270980596685007,0.7144312517075377,1.1504539898988924,2.479552101469892
2.7356499854383713,4.378110866107534,1.5353306112466356,3.663679614399996
2.974122605648489,0.44879656133542767,0.23847262021011773,3.929314304772106
9.27557838130734,0.9174837997821612,6.301455775658852,0.46868723844673355
10.036199186148849,4.20620129320406,0.7606208048415084,3.288717493421899
10.43161152716138,2.411872433159232,0.39541234101253053,1.7943288600448284
9.616695467720518,5.856577477192587,0.8149160594408613,3.4447050440333555
12.716405087642272,2.9146610186891735,3.0997096199217538,2.941916458503414
17.00410897839413,3.144002459564433,4.287703890751857,0.22934144087525965
12.997565114328168,0.9735008580062186,4.006543864065961,2.1705016015582146
18.423192283744868,3.46261792489571,5.4256271694167,2.4891170668894915
28.08737640103945,2.9859864956814306,9.664184117294582,0.4766314292142795
41.39499247478557,0.4294382507718524,13.307616073746118,3.415424746453283
47.571848929401284,3.6698299283239066,6.1768564546157165,4.099268179095759
42.01565707404589,4.510206474384717,5.556191855355394,0.8403765460608099
40.81934508343346,0.09488529431544634,1.196311990612429,4.41532118006927
38.565621852473555,5.091979059984709,2.2537232309599062,4.997093765669263
42.03253149182376,0.8601574169538821,3.466909639350206,4.231821643030827
43.97614524920044,6.709052827446698,1.9436137573766814,5.8488954104928155
39.672991346401574,1.1674911395461436,4.303153902798869,5.541561687900554
39.163625964837365,2.3078582824860803,0.5093653815642085,1.1403671429399367
42.55139577937126,2.2933562172892152,3.387769814533897,0.014502065196865033
49.483339094471006,3.2066168382418994,6.931943315099744,0.9132606209526841
51.58149181666465,4.013525888874767,2.098152722193646,0.8069090506328678
43.45584759044209,1.8677398166104524,8.125644226222562,5.8812657054852195
57.52146101487361,2.1343300036902804,14.065613424431518,4.002069820300733
51.402023696680885,1.049923037908684,6.119437318192723,1.0844069657815965
44.129714617026366,0.6097614914150711,7.272309079654519,0.44016154649361283
49.8548150470414,1.534102872081803,5.725100430015033,0.924341380666732
46.487413212363634,0.929867055107195,3.3674018346777643,0.604235816974608
43.592346774800944,4.890970680962795,2.89506643756269,3.9611036258556
36.45983803240165,2.5977712451083903,7.132508742399295,2.2931994358544046
43.25820578950015,0.8308430123671826,6.798367757098504,1.7669282327412077
36.117841093692874,0.49858955468289423,7.140364695807278,0.3322534576842884
40.044390864243894,2.836629387420345,3.92654977055102,2.3380398327374508
36.726874476907085,0.22325743692556443,3.317516387336809,3.0598868243459094
46.69850821963166,3.3881577652104795,9.971633742724578,3.611415202136044
41.42790763823109,4.447407143116436,5.270600581400572,1.0592493779059566
35.934707153858966,4.218537900013615,5.4932004843721245,0.22886924310282097
37.12523275842548,1.621263057613504,1.190525604566517,2.597274842400111
