bottom_error,top_error,ir_bottom_diff,ir_top_diff
7.055109125067219,7.117372722553455,7.055109125067219,7.117372722553455
2.4875617324494783,7.9436579801596565,9.542670857516697,0.8262852576062016
0.3978111946138654,3.2887026216318134,2.089750537835613,4.654955358527843
2.696788788328348,3.4672422400970504,2.2989775937144827,0.17853961846523703
6.672455029530511,1.034995617924892,3.9756662412021626,2.4322466221721584
6.1362982754020265,5.508179576554255,0.5361567541284842,4.473183958629363
3.2630728654391703,3.405557115958686,2.8732254099628562,2.102622460595569
1.304900092759425,1.2676821193429646,1.9581727726797453,2.1378749966157216
0.9490708640221897,3.985902415005853,2.2539709567816146,2.7182202956628885
2.9541966148617007,1.2322935262809835,3.9032674788838904,2.7536088887248695
3.291823246623494,3.1433890110563993,0.3376266317617933,1.9110954847754158
4.134009043078066,3.5588582457558857,0.8421857964545723,0.4154692346994864
4.611944979469598,3.407627359340637,0.47793593639153187,0.15123088641524873
13.33044523774032,0.909511777434659,8.718500258270723,2.498115581905978
6.035646380852029,5.489960831423673,7.294798856888292,4.580449053989014
3.5339752337003745,1.0862510348847536,2.5016711471516544,4.403709796538919
8.385780366038034,1.2883759323132153,4.85180513233766,0.20212489742846174
3.509015834012928,4.146208194780854,4.876764532025106,2.857832262467639
7.776007302842544,3.2506521836859292,4.266991468829616,0.895556011094925
2.055357190766472,1.1256947112388218,5.720650112076072,2.1249574724471074
3.614474726769629,0.7628023089758926,1.559117536003157,0.3628924022629292
2.2351940446128253,4.359396327664911,1.3792806821568036,3.596594018689018
1.2086050353574933,1.921810042275581,1.026589009255332,2.4375862853893295
1.1117691214511467,5.892270943927599,0.0968359139063466,3.970460901652018
1.4364815039294285,0.3367544643747351,0.3247123824782818,6.229025408302334
0.18218616664728415,1.6551317230417908,1.2542953372821444,1.991886187416526
0.05334904663183693,0.27601962905978894,0.23553521327912108,1.9311513521015797
2.570213045108858,4.111471941317632,2.6235620917406948,4.387491570377421
2.7587582502428063,1.2014657677095784,5.328971295351664,2.9100061736080534
4.489333278813973,2.9721106400458837,7.248091529056779,1.7706448723363053
1.6912916416697215,5.890098748782918,6.1806249204836945,2.9179881087370347
3.6420332396224353,2.0878218807054054,5.333324881292157,3.802276868077513
0.20548487126185933,3.5096643759345625,3.8475181108842946,1.421842495229157
2.069009582256456,3.7941296711165933,2.274494453518315,0.2844652951820308
2.48142572212069,6.884298932753808,0.4124161398642343,3.0901692616372145
6.389770242927796,4.981213255059259,3.9083445208071055,1.9030856776945484
4.309816043409285,1.9878300682224221,2.079954199518511,2.9933831868368372
6.672578305344416,4.567808950419362,2.3627622619351314,2.57997888219694
7.372065252145774,0.023298341590361815,0.6994869468013576,4.544510608829
1.349774869560747,3.452741136487816,6.022290382585027,3.476039478078178
5.211630264762192,1.1765822817662297,3.861855395201445,4.629323418254046
6.85986192373187,1.2650039587865933,1.648231658969678,0.08842167702036363
0.7110737815528694,6.2837700562267855,6.148788142179001,5.018766097440192
4.628022881678902,2.017149090966541,3.9169491001260326,8.300919147193326
0.43914302382032133,1.0311067575287893,4.188879857858581,3.04825584849533
5.4532023675197365,5.716765264540072,5.014059343699415,4.685658507011283
1.4763267501530777,5.030287552523163,6.929529117672814,0.6864777120169094
0.8089031485195335,0.35228479675939184,2.285229898672611,4.678002755763771
3.787381879849818,4.306689140838529,2.9784787313302843,3.954404344079137
2.3417232150317204,4.185959318102192,1.4456586648180973,0.1207298227363367
0.467101761460043,2.419859088367275,1.8746214535716774,1.766100229734917
1.9504296431162516,1.933123719187563,2.4175314045762946,0.48673536917971205
4.563272932453572,0.558268916265007,6.513702575569823,2.49139263545257
7.2298664961980705,4.923128929061818,2.666593563744499,5.481397845326825
0.680372164027716,2.643596839910373,7.910238660225787,2.279532089151445
5.532488344177352,1.2459600741341603,6.212860508205068,1.3976367657762125
3.1862697487863443,1.4859022442306582,2.346218595391008,0.23994217009649788
8.438424100532956,0.7925246594424777,5.252154351746611,0.6933775847881805
5.880400275832784,5.737123015492074,2.5580238247001716,4.944598356049596
5.267632248220707,2.2343951221885163,0.612768027612077,3.5027278933035575
6.97671835398495,5.788928256939641,1.7090861057642428,3.554533134751125
4.3012530003309735,0.36760507012340327,2.6754653536539763,5.421323186816238
4.140167659597154,2.67567170713977,0.16108534073381975,3.0432767772631735
1.9739893977992438,2.2452905436758215,2.16617826179791,4.920962250815592
2.262234557980804,0.7424941423716405,0.2882451601815603,1.502796401304181
3.6803919408379215,5.686954575615914,1.4181573828571175,4.944460433244274
0.25675284876922433,1.211137219026881,3.423639092068697,4.475817356589033
1.5482856409703913,2.045243406367291,1.8050384897396157,0.8341061873404101
0.7213096908598402,4.563452141355583,2.2695953318302315,2.518208734988292
3.533113113296565,4.701697727211439,4.254422804156405,0.13824558585585578
2.4286992594379626,0.12038775374486477,5.961812372734528,4.822085480956304
3.131579619795275,4.217038567259522,0.7028803603573124,4.337426321004386
3.941498675857275,2.722063641697389,0.8099190560620002,1.4949749255621327
4.003678243102229,1.3537060273772283,0.06217956724495366,1.3683576143201606
8.143551373908679,4.182377565447439,4.13987313080645,2.8286715380702105
1.6671073022365874,0.4566149435211173,9.810658676145266,4.638992508968556
6.597798879339479,4.292618975000778,8.264906181576066,4.749233918521895
6.172887012316551,4.448332334064531,0.42491186702292794,0.1557133590637534
2.709307267981899,3.6879338320579222,3.463579744334652,0.7603985020066091
4.002803167466311,4.342628237530079,1.2934958994844123,0.6546944054721564
3.902898148852671,0.9666689367666095,0.0999050186136401,3.375959300763469
6.273180746108039,3.3071943829098416,2.3702825972553683,2.340525446143232
8.670324606161586,4.24629113508928,2.3971438600535464,0.939096752179438
1.5789575357412673,6.005868169254541,7.091367070420318,1.759577034165261
13.431189967738817,7.394726550402424,11.85223243199755,1.3888583811478838
1.7064301384984333,0.19522464496179737,11.724759829240384,7.589951195364222
1.323930721112788,3.5757769491597173,0.3824994173856453,3.7710015941215147
2.454604545484983,2.4675644388991884,1.1306738243721952,1.108212510260529
0.7112483300672636,3.015259271938021,1.7433562154177196,0.5476948330388325
3.3607184886571417,3.7027051725740705,4.071966818724405,0.6874459006360496
4.276396507253196,0.6384061881403795,7.637114995910338,3.064298984433691
0.40348719248385123,1.3228716262966316,4.679883699737047,0.684465438156252
2.1850879620938315,0.14135536473986576,2.5885751545776827,1.1815162615567658
1.1580830454194597,1.0991179937277593,1.0270049166743718,0.9577626289878935
0.19025422596072872,3.056482297939965,0.967828819458731,1.9573643042122058
3.628503564749849,1.8085992412664496,3.43824933878912,4.865081539206415
9.275835706180061,4.072091669212682,5.647332141430212,5.880690910479132
3.776047338738749,5.301481589438623,5.499788367441312,1.229389920225941
9.38183916518193,0.6149792289218112,5.6057918264431805,4.686502360516812
1.4039768858016828,3.6149134439818624,7.977862279380247,2.999934215060051
5.248513553027664,1.3886687026337086,3.844536667225981,5.003582146615571
5.9249907204367105,6.3264315488349325,0.6764771674090468,7.715100251468641
0.30107682504592503,3.373195823522792,6.2260675454826355,2.9532357253121404
1.4833984099635131,6.50056464766368,1.7844752350094382,3.1273688241408877
