1524004875.37938,wall_follow,0,536.97348611281711,411.9734861128171,1.6002575467607585,267.56483821750561,0.08257827766169612,-0.19505359635085903,6.648545496701352e-06,-0.05748660245895385,-0.05748660245895385
1524004875.43596,wall_follow,0,536.87969194339632,411.8796919433963,0.09379416942078933,267.5773896660308,0.01255144852518697,-0.19505363919658222,6.691391219892928e-06,-0.10535940450668335,-0.028743301229476926
1524004875.496511,wall_follow,0,537.25758816660823,412.25758816660823,0.37789622321190564,267.64475443794635,0.06736477191554968,-0.19505409396977874,7.146164416410583e-06,-0.08622990368843078,-0.08622990368843078
1524004875.551814,wall_follow,0,538.2340775982409,413.2340775982409,0.9764894316326718,267.63489106384105,0.009863374105293587,-0.1950547627753955,7.814970033159785e-06,-0.07661610327720642,-0.07661610327720642
1524004875.612934,wall_follow,0,538.3122239870861,413.3122239870861,0.07814638884519809,267.67130346144899,0.03641239760793269,-0.19505559327217406,8.64546681172973e-06,-0.04787280204772949,-0.04787280204772949
1524004875.667134,wall_follow,0,542.95200690562217,417.95200690562217,4.639782918536071,267.69306319935879,0.02175973790980379,-0.1950560412563507,9.09345098837333e-06,-0.0,-0.0
1524004875.721237,wall_follow,0,545.60976888825815,420.60976888825815,2.657761982635975,267.73950200364249,0.046438804283695845,-0.1950563027709266,9.354965564256634e-06,-0.009613800411224364,-0.009613800411224364
1524004875.775198,wall_follow,0,546.88785231252893,421.88785231252893,1.2780834242707897,267.76357159199529,0.02406958835280193,-0.19505617316355517,9.225358192838096e-06,-0.028743301229476926,-0.028743301229476926
1524004875.873128,wall_follow,0,546.74970973643838,421.7497097364384,0.13814257609055858,267.78390395295821,0.020332360962925122,-0.19505563729228972,8.689486927393464e-06,-0.10535940450668335,-0.10535940450668335
1524004875.932947,wall_follow,0,548.80111606901323,423.80111606901323,2.0514063325748566,267.81835905389249,0.034455100934280836,-0.19505489886184185,7.951056479521545e-06,-0.08622990368843078,-0.08622990368843078
