bottom_error,top_error,ir_bottom_diff,ir_top_diff
9.16807759688129,7.244236667396592,9.16807759688129,7.244236667396592
2.592064806809873,8.061779846607948,6.576012790071417,0.8175431792113557
12.057514630108784,8.815932249275676,9.465449823298911,0.754152402667728
1.9709996765469384,7.062089719173628,10.086514953561846,1.7538425301020482
4.764517487950172,7.06601804015682,2.793517811403234,0.0039283209831921795
4.20011496848565,5.179921998017306,0.5644025194645224,1.8860960421395134
4.044078054421135,10.498156970868422,0.15603691406451503,5.318234972851116
9.351617478914449,7.965593829232262,5.307539424493314,2.5325631416361603
7.5875054639874975,5.865634167023217,1.7641120149269511,2.099959662209045
8.934938612554532,7.372464689870924,1.3474331485670348,1.5068305228477072
8.624044507801045,6.117977365160215,0.310894104753487,1.2544873247107091
9.95889002531382,8.363069552502708,1.3348455175127754,2.245092187342493
11.867042647441707,8.917683382003844,1.9081526221278864,0.554613829501136
5.007936946137562,6.440288804192932,6.859105701304145,2.4773945778109123
7.629956844666054,8.349730495516411,2.6220198985284924,1.9094416913234795
13.049949739595917,5.368437479234075,5.419992894929862,2.9812930162823363
6.202354234323906,10.255859110960387,6.847595505272011,4.887421631726312
6.598256651436174,6.033981334108745,0.3959024171122678,4.221877776851642
8.819347605992021,4.718979766813646,2.221090954555848,1.3150015672950985
10.567625924132557,7.134275057357655,1.7482783181405352,2.415295290544009
15.927882571397419,8.11080611904859,5.360256647264862,0.9765310616909346
8.849412530996489,6.9123870636816775,7.07847004040093,1.1984190553669123
10.482478071762273,5.477445274959962,1.6330655407657844,1.4349417887217157
6.903394029446616,4.555101846335333,3.5790840423156567,0.9223434286246288
9.658854661751775,6.947700225702789,2.7554606323051587,2.392598379367456
3.6378285310883314,4.370544503387919,6.021026130663444,2.5771557223148704
12.819280729889329,4.5966115555736735,9.181452198800997,0.22606705218575485
5.02711756359875,4.950742657541468,7.792163166290578,0.35413110196779485
7.333655848847485,8.932065245622596,2.3065382852487346,3.9813225880811274
5.318647555290198,6.902815943189239,2.015008293557287,2.0292493024333567
10.073618977174078,0.919864785878616,4.75497142188388,5.982951157310623
8.43637099054132,5.206288600597105,1.637247986632758,4.286423814718489
14.677782739959014,7.038878473565404,6.2414117494176935,1.832589872968299
16.628128680549253,9.05081519282976,1.950345940590239,2.011936719264355
14.385340006445716,1.6378618810218484,2.2427886741035366,7.412953311807911
10.618648559455863,3.692335421015514,3.766691446989853,2.0544735399936656
14.61277675389644,6.470097267637357,3.9941281944405773,2.777761846621843
14.175664371555342,2.8081415077930103,0.4371123823410983,3.6619557598443464
10.218348882460276,4.141273857336188,3.957315489095066,1.3331323495431775
4.754273479947813,5.202125250571129,5.464075402512464,1.060851393234941
8.293714282972843,5.615567781015471,3.5394408030250304,0.41344253044434254
6.440398246398928,2.9130722626306067,1.853316036573915,2.7024955183848647
6.387102332820547,7.270748894778251,0.05329591357838126,4.357676632147644
6.251359727846449,3.5116575839374775,0.13574260497409796,3.7590913108407733
6.0417500283612355,1.4102618518180066,0.20960969948521324,2.101395732119471
8.27933396570171,4.352853608791094,2.2375839373404744,2.942591756973087
5.376143532338347,6.17430463021995,2.9031904333633634,1.8214510214288566
5.850225965443997,6.5009754314537815,0.4740824331056501,0.3266708012338313
8.138153822111235,5.496694914117455,2.2879278566672383,1.0042805173363263
0.9776829016878139,4.194004927386715,7.160470920423421,1.3026899867307407
6.1674308733217345,5.445385457843514,5.1897479716339205,1.2513805304567995
8.279992217266283,4.381262036383902,2.1125613439445488,1.0641234214596125
5.410259462329776,12.988887686728305,2.869732754936507,8.607625650344403
