15,488,332
15,403,332
15,489,336
15,488,321
15,434,332
15,403,327
15,488,323
15,465,328
15,499,323
15,476,335
15,461,336
15,489,323
15,465,338
15,457,319
15,503,323
15,484,327
15,460,331
15,492,331
15,488,331
15,403,331
15,473,331
15,464,328
15,402,335
15,468,351
15,457,323
15,419,319
15,403,327
15,457,327
15,518,323
15,521,315
15,457,372
15,472,366
15,464,328
15,406,343
15,391,355
15,485,326
15,403,316
15,406,324
15,480,331
15,403,318
15,407,331
15,488,366
15,461,361
15,514,327
15,460,326
15,446,335
15,484,328
15,488,311
15,461,327
15,488,331
25,593,473
25,612,488
25,605,514
25,595,498
25,605,491
25,604,491
25,623,502
25,605,503
25,605,487
25,625,491
25,608,491
25,609,475
25,623,483
25,615,487
25,604,487
25,612,495
25,612,504
25,598,501
25,594,499
25,605,499
25,598,490
25,594,488
25,608,484
25,598,496
25,602,487
25,605,492
25,604,487
25,626,483
25,605,486
25,601,491
25,626,491
25,595,513
25,590,497
25,615,488
25,612,496
25,594,496
25,609,486
25,608,479
25,611,506
25,605,518
25,605,500
25,626,496
25,622,526
25,601,509
25,622,483
25,618,483
25,606,496
25,612,483
25,612,476
25,594,485
40,649,634
40,650,635
40,650,624
40,650,640
40,649,641
40,650,632
40,654,631
40,650,635
40,650,634
40,653,630
40,649,629
40,650,622
40,653,629
40,650,632
40,650,632
40,654,634
40,650,634
40,651,635
40,650,624
40,653,634
40,650,634
40,650,631
40,654,632
40,650,634
40,650,634
40,650,634
40,650,637
40,650,633
40,650,635
40,650,631
40,649,632
40,650,638
40,650,635
40,650,634
40,650,635
40,649,635
40,649,634
40,650,633
40,650,631
40,649,635
40,649,637
40,649,634
40,649,634
40,650,632
40,650,633
40,649,627
40,650,632
40,649,634
40,650,635
40,649,634
50,292,635
50,296,634
50,304,625
50,244,632
50,304,632
50,320,636
50,292,634
50,312,634
50,308,638
50,256,636
50,312,622
50,288,632
50,296,636
50,292,635
50,306,636
50,288,633
50,305,634
50,292,634
50,301,634
50,300,636
50,297,632
50,304,634
50,296,634
50,304,635
50,240,638
50,304,634
50,296,635
50,315,625
50,298,632
50,293,634
50,312,633
50,324,636
50,293,621
50,296,639
50,304,634
50,292,630
50,296,632
50,304,628
50,301,634
50,248,634
50,292,625
50,320,634
50,324,632
50,308,627
50,304,633
50,312,631
50,312,634
50,312,641
50,301,634
50,308,622
75,312,594
75,304,591
75,308,589
75,305,593
75,300,594
75,316,594
75,308,595
75,292,596
75,304,594
75,308,592
75,309,590
75,284,595
75,316,594
